Doc,Sum,Subject,Stems
_cr1216,"This 2011 Article IV Consultation highlights that the Turkish economy continued to grow strongly through the first half of 2011, reaping the benefits of institutional reforms and revamped policy frameworks implemented in the previous decade. However, growth became increasingly fueled by domestic demand and imports. Policy responses were insufficient to prevent the development of a large current account deficit and high inflation. Executive Directors have commended the Turkish authorities for their agile economic management during the global crisis, which, together with structural reforms undertaken earlier, contributed to a rapid recovery.","['Article IV consultation reports', 'Capital flows', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Financial management', 'Fiscal policy', 'Fiscal reforms', 'Labor markets', 'Monetary policy', 'Public information notices', 'Staff Reports', 'Turkey']","['director', 'insuffici', 'consult', 'growth', 'howev', 'increas', 'inflat', 'respons', 'crisi', 'earlier', 'econom', 'current', 'develop', 'economi', 'strong', 'benefit', 'grow', 'dure', 'larg', 'decad', 'institut', 'becam', 'polici', 'fuel', 'structur', 'first', 'revamp', 'recoveri', 'implement', 'prevent', 'undertaken', 'continu', 'manag', 'deficit', 'agil', 'highlight', 'domest', 'global', 'half', 'togeth', 'rapid', 'reap', 'account', 'contribut', 'articl', 'turkish', 'high', 'reform', 'previous', 'demand', 'commend', 'iv', 'execut', 'author', 'import', 'framework']"
_cr1214,This paper discusses key findings of the Second Review for Kenya under the Extended Credit Facility (ECF). Program implementation during the first half of 2011 was in line with the objectives. All quantitative performance criteria and indicative targets for June 2011 have been met. The authorities have requested augmentation of access under the ECF arrangement to deal with the impact of the drought and higher-than-anticipated international prices. They have adopted additional measures to address macroeconomic imbalances.,"['Article IV consultation reports', 'Credit expansion', 'Extended Credit Facility', 'Fiscal consolidation', 'Fiscal policy', 'Floating exchange rates', 'Inflation targeting', 'Kenya', 'Monetary policy', 'Performance criteria modifications', 'Press releases', 'Private sector', 'Public information notices', 'Reserves accumulation', 'Staff Reports']","['arrang', 'imbal', 'deal', 'measur', 'june', 'facil', 'augment', 'second', 'impact', 'access', 'ecf', 'macroeconom', 'dure', 'line', 'intern', 'first', 'perform', 'discuss', 'criteria', 'quantit', 'adopt', 'implement', 'request', 'find', 'extend', 'key', 'half', 'credit', 'indic', 'met', 'drought', 'object', 'price', 'target', 'kenya', 'paper', 'program', 'review', 'author', 'higher-than-anticip', 'addit', 'address']"
_cr1213,"This 2011 Article IV Consultation highlights that economic growth in Hungary is slowing and market perception of recent policy measures has been negative. The eurozone crisis is weighing on HungaryÛªs external demand. Fiscal and monetary policies are facing constraints, given financial market pressures and inflationary pressures. Executive Directors have noted that the rebound from the crisis has been modest and vulnerabilities remain high. Directors have therefore underscored the need for a well-crafted policy mix that restores confidence in economic governance, anchors the ongoing adjustment, and strengthens economic institutions.","['Article IV consultation reports', 'Central bank legislation', 'Debt sustainability', 'Economic indicators', 'External debt', 'Hungary', 'Post-program monitoring', 'Public debt', 'Staff Reports']","['remain', 'constraint', 'measur', 'slow', 'consult', 'director', 'percept', 'growth', 'face', 'crisi', 'econom', 'given', 'confid', 'need', 'anchor', 'institut', 'pressur', 'polici', 'adjust', 'vulner', 'market', 'well-craft', 'rebound', 'underscor', 'inflationari', 'negat', 'restor', 'therefor', 'recent', 'highlight', 'extern', 'mix', 'ongo', 'articl', 'high', 'hungari', 'eurozon', 'demand', 'govern', 'strengthen', 'hungary\x89ûª', 'monetari', 'modest', 'note', 'iv', 'weigh', 'fiscal', 'execut', 'financi']"
_cr1209,The 2011 Article IV Consultation highlights that low growth is expected for Montserrat in 2011 after sharp output contractions in 2009ÛÒ10. Stress in the financial sector and slower-than-expected development of major capital investment projects continue to limit prospects for growth. Directors have welcomed the development of a strategy for addressing financial vulnerabilities and the initial progress in implementing it. They have supported preemptive action to minimize costs and risks and preparation of an action plan spelling out the roles of key players.,"['Article IV consultation reports', 'Bank supervision', 'Economic growth', 'Economic indicators', 'Fiscal policy', 'Montserrat', 'Nonbank financial sector', 'Public information notices', 'Tax administration', 'Tax reforms', 'Tourism']","['director', 'consult', 'sharp', 'prepar', 'player', 'growth', 'major', 'strategi', 'action', 'capit', 'expect', 'progress', 'project', 'montserrat', 'develop', 'output', 'risk', 'invest', 'limit', 'welcom', 'minim', 'slower-than-expect', 'stress', 'sector', 'vulner', 'role', 'plan', 'initi', 'low', 'implement', 'spell', 'continu', 'preemptiv', 'cost', 'highlight', 'key', 'support', 'contract', 'articl', 'prospect', 'iv', 'financi', 'address']"
_cr1208,"The downturn has accentuated strains on the financial system of Anguilla. The 2011 Article IV Consultation highlights that the growth outlook is improving with major tourism projects getting back on course, although a slow recovery is only expected to begin in 2012. Executive Directors have emphasized that a new fiscal framework is needed with an appropriate balance between current and capital expenditure and in line with the resources available. Fiscal policy should be designed to meet the combined objectives of debt sustainability, deficit reduction, and long-term economic growth.","['Anguilla', 'Article IV consultation reports', 'Banking sector', 'Economic indicators', 'Fiscal policy', 'Public information notices', 'Staff Reports', 'Tax reforms', 'Tax systems', 'Tourism']","['sustain', 'meet', 'director', 'slow', 'consult', 'anguilla', 'growth', 'major', 'onli', 'capit', 'design', 'expect', 'strain', 'balanc', 'expenditur', 'project', 'econom', 'current', 'new', 'need', 'accentu', 'long-term', 'line', 'improv', 'outlook', 'cours', 'polici', 'appropri', 'system', 'recoveri', 'although', 'get', 'reduct', 'resourc', 'downturn', 'deficit', 'highlight', 'begin', 'back', 'articl', 'debt', 'object', 'tourism', 'avail', 'iv', 'combin', 'execut', 'emphas', 'financi', 'fiscal', 'framework']"
_cr1207,"This 2011 Article IV Consultation highlights that the difficult global economic conditions continue to hit Barbados with growth at anemic levels. The current account deficit has widened in recent times owing to higher oil and food prices. Executive Directors commended the authorities for adopting a revised Medium-Term Fiscal Strategy aimed at generating a balanced budget. They emphasized that fiscal consolidation should focus on expenditure reduction, including lowering the wage bill, reducing transfers to public enterprises, and minimizing tax exemptions.",['Barbados'],"['director', 'consult', 'medium-term', 'hit', 'growth', 'strategi', 'food', 'wage', 'revis', 'aim', 'balanc', 'expenditur', 'econom', 'current', 'includ', 'minim', 'public', 'generat', 'owe', 'time', 'consolid', 'adopt', 'reduct', 'focus', 'tax', 'condit', 'difficult', 'continu', 'anem', 'deficit', 'recent', 'highlight', 'lower', 'reduc', 'global', 'budget', 'enterpris', 'exempt', 'account', 'oil', 'bill', 'articl', 'price', 'commend', 'widen', 'iv', 'higher', 'level', 'execut', 'fiscal', 'emphas', 'author', 'transfer', 'barbado']"
_cr1205,"Strong fiscal stimulus in Azerbaijan continued in 2011 triggered by unanticipated increases in global oil prices. The 2011 Article IV Consultation highlights that near and medium-term economic prospects are favorable and nonhydrocarbon growth could reach 6 percent in 2012. Executive Directors have endorsed that significant actions would be needed for Azerbaijan to maintain the record of high growth and significant poverty reduction. Given the limited horizon of hydrocarbon resources, the economy needs to be reoriented from its symbiotic dependence on natural resource revenues.","['Article IV consultation reports', 'Azerbaijan', 'Banking sector', 'Debt sustainability', 'Economic growth', 'Fiscal policy', 'Hydrocarbons', 'Monetary policy', 'Public information notices', 'Staff Reports']","['symbiot', 'unanticip', 'director', 'consult', 'medium-term', 'natur', 'growth', 'action', 'increas', 'econom', 'given', 'strong', 'need', 'near', 'poverti', 'maintain', 'limit', 'trigger', 'signific', 'horizon', 'favor', 'reduct', 'percent', 'resourc', 'continu', 'could', 'stimulus', 'reorient', 'revenu', 'highlight', 'nonhydrocarbon', 'global', 'oil', 'would', 'azerbaijan', 'articl', 'endors', 'high', 'price', 'hydrocarbon', 'depend', 'record', 'reach', 'prospect', 'iv', 'fiscal', 'execut', 'economi']"
_cr11375,"This 2011 Article IV Consultation highlights that the growth momentum in Uruguay has continued into 2011 but a slowdown is under way, led by weaker exports and slower public investment. UruguayÛªs economic and financial vulnerabilities are modest, and the government has reduced debt vulnerabilities significantly and built important financial buffers. Executive Directors have commended authoritiesÛª skillful macroeconomic management that has underpinned UruguayÛªs excellent economic performance, lowered public indebtedness, and strengthened buffers against shocks.","['Article IV consultation reports', 'Debt management', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'External shocks', 'Labor markets', 'Real estate prices', 'Spillovers', 'Staff Reports']","['director', 'momentum', 'consult', 'built', 'growth', 'shock', 'econom', 'led', 'invest', 'buffer', 'slower', 'macroeconom', 'public', 'signific', 'slowdown', 'vulner', 'perform', 'continu', 'manag', 'export', 'highlight', 'reduc', 'skill', 'lower', 'uruguay\x89ûª', 'underpin', 'articl', 'debt', 'indebted', 'way', 'govern', 'strengthen', 'commend', 'authorities\x89ûª', 'uruguay', 'modest', 'iv', 'excel', 'execut', 'financi', 'import', 'weaker']"
_cr11364,"The Canadian monetary and fiscal policies have remained accommodative, reflecting in large measure the effective response to the crisis. Canada is expected to set the appropriate policy mix in the future, at a time of high uncertainty and significant external headwinds. Given the advanced stage of the recovery, a still-large budget deficit, and the need to address long-term fiscal challenges, fiscal policy has moved toward a tightening stance. Resilient household credit has helped sustain private consumption and the construction sector during the crisis.","['Article IV consultation reports', 'Banking sector', 'Domestic debt', 'Economic indicators', 'Economic recovery', 'Financial stability', 'Fiscal consolidation', 'Global competitiveness', 'Housing prices', 'Staff Reports']","['sustain', 'remain', 'measur', 'stanc', 'futur', 'household', 'reflect', 'privat', 'respons', 'crisi', 'expect', 'resili', 'stage', 'given', 'need', 'dure', 'long-term', 'larg', 'signific', 'toward', 'still-larg', 'sector', 'help', 'polici', 'appropri', 'time', 'advanc', 'recoveri', 'move', 'address', 'headwind', 'deficit', 'budget', 'extern', 'mix', 'credit', 'construct', 'consumpt', 'effect', 'uncertainti', 'canada', 'high', 'monetari', 'canadian', 'tighten', 'accommod', 'fiscal', 'challeng', 'set']"
_cr11359,Solomon IslandsÛª economy has rebounded from the 2008ÛÒ09 global financial crisis. An 18-month Standby Credit Facility has been approved in June 2010 and succeeded in restoring macroeconomic and financial stability. A new resource taxation regime is the key to reap the benefits from natural resource wealth and ensure that the government receives a fair share of mining revenue. Reforms of mining legislation should be a key part of a broader set of measures to improve the investment climate and the regulatory framework.,"['Article IV consultation reports', 'Economic recovery', 'Extended arrangement requests', 'Financial sector', 'Fiscal reforms', 'Millennium Development Goals', 'Natural resources', 'Staff Reports', 'Timber']","['measur', 'june', 'taxat', 'natur', 'receiv', 'climat', 'framework', 'wealth', 'facil', 'crisi', 'regim', 'share', 'fair', 'economi', 'invest', 'new', 'benefit', 'macroeconom', 'solomon', 'improv', 'rebound', 'restor', 'mine', 'resourc', 'part', 'key', 'succeed', 'global', 'legisl', 'credit', 'reap', 'standbi', 'regulatori', 'ensur', '18-month', 'broader', 'reform', 'govern', 'stabil', 'revenu', 'financi', 'approv', 'set', 'islands\x89ûª']"
_cr11342,"The two newly autonomous countries within the Kingdom of the Netherlands face substantial challenges. Growth has been low, and unemployment high. The current account deficit has widened to worrisome levels, increasing the vulnerability of the peg to the U.S. dollar and stimulating calls for dollarizing or dissolving the currency union. A substantial adjustment is needed to bring the underlying current account deficit to historically sustainable levels over the medium term. This could be facilitated by measures to restrain credit growth, supported by fiscal consolidation.","['Article IV consultation reports', 'Curacao', 'Current account deficits', 'Debt sustainability analysis', 'Dollarization', 'Economic indicators', 'Fiscal policy', 'Fiscal reforms', 'Monetary policy', 'Monetary unions', 'Netherlands Antilles', 'Public information notices', 'Sint Maarten', 'Staff Reports', 'Tax reforms']","['two', 'netherland', 'dissolv', 'sustain', 'union', 'measur', 'newli', 'face', 'growth', 'increas', 'term', 'current', 'substanti', 'need', 'facilit', 'within', 'currenc', 'medium', 'u.s.', 'autonom', 'adjust', 'vulner', 'consolid', 'low', 'stimul', 'could', 'deficit', 'countri', 'peg', 'credit', 'support', 'account', 'dollar', 'histor', 'high', 'worrisom', 'restrain', 'widen', 'level', 'fiscal', 'unemploy', 'challeng', 'kingdom', 'bring', 'call']"
_cr11348,"The Executive Board of the IMF has concluded the consultation discussions with the Hong Kong Special Administrative Region (SAR). Hong Kong SAR has rebounded from the global financial crisis, and growth should be at 5å_ percent this year. Unemployment has fallen to low levels, and real incomes have grown, supporting consumption. It is noted that growth has rebounded thanks to the authoritiesÛª policy response, highly flexible labor and product markets, and favorable spillovers from Mainland China. The progress on increasing trade settlement and issuing financial instruments denominated in renminbi has accelerated.","['Credit expansion', 'Demand', 'Economic indicators', 'Exchange rate regimes', 'Fiscal policy', 'Hong Kong Special Administrative Region of China', 'Housing', 'Housing prices', 'Spillovers']","['consult', 'growth', 'increas', 'flexibl', 'real', 'respons', 'crisi', 'progress', 'board', 'renminbi', 'thank', 'trade', 'acceler', 'instrument', 'polici', 'kong', 'product', 'market', 'discuss', 'rebound', 'favor', 'settlement', 'low', 'year', 'region', 'conclud', 'percent', 'incom', 'hong', 'global', 'support', 'consumpt', 'grown', 'fallen', 'labor', 'high', 'mainland', 'authorities\x89ûª', 'administr', 'note', 'imf', 'level', 'execut', 'unemploy', 'financi', 'spillov', 'china', 'special', 'denomin', 'sar', 'issu']"
_cr11343,"This consultation paper explains that in addition to the adverse impact of the global slowdown and higher commodity prices, St. Vincent and the Grenadines has been hit by two successive natural disasters in the last 12 months. As a result, real GDP has been contracted by a cumulative 4.7 percent since 2007 and is expected to remain slightly negative this year. Growth is expected to improve gradually toward its potential, but significant downside risks remain, largely related to developments in the global economy.","['Article IV consultation reports', 'Bank supervision', 'Banking sector', 'Debt sustainability analysis', 'Fiscal consolidation', 'Fiscal policy', 'Fiscal reforms', 'Insurance', 'Nonbank financial sector', 'Public information notices', 'Saint Vincent and the Grenadines', 'Staff Reports']","['two', 'last', 'remain', 'consult', 'natur', 'hit', 'gdp', 'growth', 'gradual', 'real', 'expect', 'success', 'develop', 'impact', 'risk', 'explain', 'larg', 'improv', 'toward', 'signific', 'slowdown', 'month', 'grenadin', 'commod', 'slight', 'negat', 'year', 'percent', 'cumul', 'downsid', 'global', 'st.', 'relat', 'contract', 'disast', 'advers', 'price', 'result', 'paper', 'higher', 'potenti', 'sinc', 'addit', 'vincent', 'economi']"
_cr11339,"The economy of the Republic of the Marshall Islands has experienced a strong recovery with a 5.2 percent growth in 2010 following strong improvement in the fisheries sector and a moderate recovery in exports. The financial sector remained focused on consumer lending and contributed little to overall economic growth. Although the financial sector remained profitable, much of the rapid growth in credit has been in consumer loans. The authorities are monitoring high levels of household debt and intend to begin work on strengthening the regulatory framework.","['Article IV consultation reports', 'Bank supervision', 'Banking sector', 'Dollarization', 'Economic growth', 'Economic indicators', 'Fiscal reforms', 'Fisheries', 'Staff Reports']","['remain', 'framework', 'lend', 'moder', 'growth', 'household', 'work', 'econom', 'strong', 'loan', 'experienc', 'improv', 'fisheri', 'sector', 'littl', 'profit', 'recoveri', 'island', 'although', 'focus', 'overal', 'percent', 'intend', 'export', 'rapid', 'credit', 'begin', 'contribut', 'regulatori', 'marshal', 'consum', 'debt', 'high', 'strengthen', 'republ', 'much', 'level', 'follow', 'financi', 'author', 'monitor', 'economi']"
_cr11341,"This consultation paper explains that several years of sound macroeconomic policies and political reforms have left Morocco well equipped to address the 2008 international crisis and to respond to pressing social demands. In this challenging environment, Morocco has performed well economically and has seen its social indicators improve. It is stressed that containing and reorienting public expenditure, particularly by reforming the generalized subsidies system, will be the key to ensuring medium-term fiscal sustainability. A well-targeted subsidy system would be less costly and would better support the neediest segment of the population. ","['Article IV consultation reports', 'Asset management', 'Banks', 'Financial sector', 'Fiscal policy', 'Fiscal reforms', 'Monetary policy', 'Morocco', 'Public information notices', 'Resource mobilization', 'Staff Reports']","['sustain', 'seen', 'consult', 'medium-term', 'crisi', 'well-target', 'expenditur', 'econom', 'polit', 'macroeconom', 'press', 'explain', 'public', 'equip', 'improv', 'stress', 'intern', 'polici', 'system', 'morocco', 'perform', 'particular', 'year', 'less', 'respond', 'reorient', 'cost', 'better', 'key', 'neediest', 'indic', 'sever', 'subsidi', 'support', 'segment', 'would', 'ensur', 'popul', 'social', 'environ', 'reform', 'demand', 'well', 'paper', 'general', 'left', 'sound', 'fiscal', 'contain', 'challeng', 'address']"
_cr11338,"The Bahamian economy began a tepid recovery in 2010, following a sharp recession in 2008 and 2009 in the wake of the global financial crisis. Real GDP grew by about 1 percent. The rebound was driven by the trade, hospitality, transport, and government services sectors. Executive Directors welcomed the gradual recovery of the Bahamian economy. They also called for steadfast implementation of reforms to place public debt on a sustainable path, build fiscal buffers, and enhance medium-term growth prospects.","['Article IV consultation reports', 'Bank supervision', 'Economic growth', 'Economic indicators', 'Exchange rate regimes', 'Financial sector', 'Fiscal consolidation', 'Fiscal policy', 'Nonbank financial sector', 'Public information notices', 'Staff Reports']","['sustain', 'steadfast', 'director', 'medium-term', 'sharp', 'gdp', 'growth', 'gradual', 'build', 'recess', 'real', 'crisi', 'path', 'welcom', 'buffer', 'public', 'trade', 'enhanc', 'wake', 'driven', 'began', 'grew', 'sector', 'bahamian', 'recoveri', 'rebound', 'implement', 'also', 'percent', 'global', 'transport', 'debt', 'reform', 'govern', 'place', 'prospect', 'call', 'tepid', 'follow', 'execut', 'financi', 'fiscal', 'hospit', 'servic', 'economi']"
_cr11340,"The 2011 Article IV Consultation report concludes that Belize has weathered the financial crisis relatively well when compared with Caribbean Community peers. Executive Directors have commended the authorities for their macroeconomic management, which enabled Belize to weather the financial crisis. Although the near-term outlook is positive, challenges arise from the uncertain global environment, rising gross financing needs of the public sector, and the weak investment climate. Directors have emphasized the need to tighten further the fiscal stance and rebuild macroeconomic buffers.","['Article IV consultation reports', 'Banking sector', 'Credit risk', 'Economic growth', 'Fiscal consolidation', 'Poverty reduction', 'Staff Reports']","['weather', 'communiti', 'director', 'aris', 'weak', 'consult', 'climat', 'stanc', 'rebuild', 'crisi', 'invest', 'financ', 'rise', 'need', 'peer', 'macroeconom', 'buffer', 'public', 'outlook', 'sector', 'although', 'posit', 'near-term', 'conclud', 'manag', 'compar', 'beliz', 'uncertain', 'global', 'gross', 'relat', 'enabl', 'environ', 'articl', 'well', 'commend', 'caribbean', 'iv', 'tighten', 'execut', 'emphas', 'financi', 'author', 'fiscal', 'report', 'challeng']"
_cr11331,"The 2011 Article IV Consultation report discusses the Cypriot economy, which faces strong headwinds and downside risks owing to financial turbulence in the euro area and the large exposure of Cypriot banks to Greece. Executive Directors noted that Cyprus faces daunting economic challenges in the face of faltering external demand and worsening domestic financial conditions. Directors urged the authorities to act forcefully to restore sound public finances and safeguard the stability of the banking system.",['Cyprus'],"['director', 'consult', 'challeng', 'face', 'area', 'econom', 'risk', 'strong', 'financ', 'cyprus', 'greec', 'public', 'larg', 'worsen', 'falter', 'author', 'owe', 'system', 'discuss', 'cypriot', 'restor', 'condit', 'domest', 'daunt', 'extern', 'safeguard', 'articl', 'forc', 'turbul', 'demand', 'urg', 'note', 'act', 'sound', 'iv', 'stabil', 'exposur', 'bank', 'headwind', 'financi', 'execut', 'report', 'downsid', 'euro', 'economi']"
_cr11333,"The staff report for  the 2011 Article IV Consultation concluded that a vibrant recovery marked EstoniaÛªs first year in the euro area, albeit amid nascent tensions. The economyÛªs strong rebound has been grounded in a proven track record of prudent macroeconomic policies. Executive Directors endorsed that Estonia faces an increasingly challenging environment as it looks to continue implementing policies preserving macroeconomic policy credibility and safeguarding sustainable growth. They also stated that, for the financial sector, the challenge entails safeguarding stability in the context of heightened global financial tension.",['Republic of Estonia'],"['sustain', 'director', 'consult', 'face', 'area', 'increas', 'growth', 'entail', 'state', 'prudent', 'preserv', 'strong', 'macroeconom', 'estonia\x89ûª', 'economy\x89ûª', 'tension', 'track', 'sector', 'polici', 'look', 'estonia', 'first', 'ground', 'rebound', 'recoveri', 'vibrant', 'implement', 'context', 'year', 'conclud', 'also', 'staff', 'continu', 'amid', 'global', 'heighten', 'nascent', 'safeguard', 'proven', 'articl', 'environ', 'mark', 'endors', 'record', 'credibl', 'iv', 'stabil', 'execut', 'financi', 'albeit', 'report', 'challeng', 'euro']"
_cr11330,"Afghanistan has made important achievements in recent years. The 2011 Article IV Consultation highlights that authorities have taken steps to lay the foundation for economic stability and growth, despite a very difficult security situation and the challenges associated with building political and economic institutions. Directors agreed that the Extended Credit Facility (ECF)-supported program, accompanied by a technical assistance agenda, provides an appropriate framework for addressing the considerable challenges lying ahead and a basis for continued engagement with the donor community.",['Afghanistan'],"['communiti', 'step', 'director', 'consult', '-support', 'provid', 'growth', 'build', 'despit', 'facil', 'associ', 'veri', 'engag', 'ahead', 'econom', 'foundat', 'polit', 'ecf', 'technic', 'taken', 'made', 'achiev', 'institut', 'appropri', 'agre', 'year', 'situat', 'accompani', 'difficult', 'extend', 'continu', 'lay', 'recent', 'highlight', 'donor', 'afghanistan', 'credit', 'agenda', 'basi', 'lie', 'articl', 'consider', 'assist', 'secur', 'iv', 'stabil', 'program', 'author', 'import', 'challeng', 'address', 'framework']"
_cr11328,"This 2011 Article IV Consultation reviews CÌ«te dÛªIvoireÛªs economic condition. CÌ«te dÛªIvoire is emerging from a decade-long sociopolitical crisis that has held back its economic growth. In 2009, CÌ«te dÛªIvoire adopted an economic and financial program supported by a three-year Extended Credit Facility (ECF) arrangement with the aim of ensuring a stable macroeconomic framework, promoting sustained growth, and reducing poverty. Executive Directors have commended CÌ«te dÛªIvoireÛªs rapid progress in reviving the economy. Directors have also welcomed the authoritiesÛª good performance under the economic recovery program, especially the prudent budgetary stance.","['Article IV consultation reports', 'Economic growth', 'Economic indicators', 'Extended arrangement requests', 'Extended Credit Facility', 'Fiscal reforms', 'HIPC Initiative', 'Revenue measures', 'Staff Reports', 'Tax administration', 'Tax systems']","['sustain', 'arrang', 'director', 'three-year', 'stanc', 'consult', 'emerg', 'growth', 'facil', 'especi', 'crisi', 'promot', 'aim', 'progress', 'prudent', 'econom', 'economi', 'ecf', 'welcom', 'macroeconom', 'd\x89ûªivoir', 'poverti', 'budgetari', 'cì«te', 'sociopolit', 'reviv', 'review', 'held', 'stabl', 'perform', 'recoveri', 'adopt', 'also', 'condit', 'extend', 'reduc', 'rapid', 'credit', 'good', 'support', 'ensur', 'back', 'articl', 'commend', 'authorities\x89ûª', 'decade-long', 'iv', 'execut', 'program', 'financi', 'd\x89ûªivoire\x89ûª', 'framework']"
_cr11326,"The 2011 Article IV Consultation reports that the economy in the Republic of Lithuania has staged an impressive recovery based on a supportive global environment and determined policy adjustment. The main driver of the recovery was export growth. Executive Directors commended the authorities for LithuaniaÛªs impressive economic recovery, noting in particular the sizable fiscal consolidation and the maintenance of confidence in the banking system. Directors also supported the authoritiesÛª goal of reducing further the fiscal deficit, thereby putting government debt on a downward path.",['Lithuania'],"['director', 'consult', 'growth', 'sizabl', 'downward', 'stage', 'econom', 'path', 'confid', 'determin', 'lithuania\x89ûª', 'polici', 'system', 'main', 'recoveri', 'particular', 'driver', 'consolid', 'impress', 'also', 'base', 'deficit', 'export', 'reduc', 'global', 'lithuania', 'support', 'goal', 'environ', 'articl', 'therebi', 'debt', 'govern', 'republ', 'put', 'commend', 'authorities\x89ûª', 'note', 'iv', 'execut', 'adjust', 'fiscal', 'author', 'bank', 'report', 'mainten', 'economi']"
_cr11324,"Dominica has made significant progress over the past decade in strengthening its macroeconomic policy management. The 2011 Article IV Consultation report concludes that Dominica is emerging from the crisis. Growth turned positive in 2010, but tepid demand and the needed fiscal consolidation will weigh on the near-term prospects. Executive Directors endorse that fiscal policies need to be returned to a sounder footing to correct the weakening fiscal position. Given weakening revenues, IMF staff believes that achieving the authoritiesÛª target will necessitate additional fiscal measures beyond those envisaged in the budget.","['Article IV consultation reports', 'Bank supervision', 'Banks', 'Debt sustainability analysis', 'Economic indicators', 'Fiscal reforms', 'Global competitiveness', 'National accounts', 'Nonbank financial sector', 'Real effective exchange rates', 'Staff Reports']","['director', 'believ', 'measur', 'consult', 'emerg', 'weaken', 'sounder', 'growth', 'foot', 'crisi', 'progress', 'turn', 'correct', 'given', 'need', 'macroeconom', 'signific', 'decad', 'necessit', 'made', 'achiev', 'beyond', 'polici', 'consolid', 'posit', 'near-term', 'conclud', 'revenu', 'staff', 'manag', 'budget', 'past', 'envisag', 'articl', 'endors', 'strengthen', 'demand', 'target', 'authorities\x89ûª', 'prospect', 'tepid', 'dominica', 'iv', 'weigh', 'fiscal', 'execut', 'return', 'imf', 'report', 'addit']"
_cr11314,"Growth performance in Bangladesh is improving, but macroeconomic imbalances have also emerged. Medium-term growth targets are likely to intensify macroeconomic pressures if not managed well. Longer-term growth prospects hinge on generating sufficient resources to relieve infrastructure bottlenecks and ensuring a competitive business environment focused on labor-intensive activities. There is a need to build on the momentum of recent reforms. To ensure a stable macroeconomic environment, vigilance is foremost required on the fiscal front. The focus is on accelerating growth-promoting structural reforms, while ensuring a stable macroeconomic environment.","['Article IV consultation reports', 'Bank supervision', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Fiscal reforms', 'Infrastructure', 'Staff Reports', 'Tax reforms']","['imbal', 'momentum', 'emerg', 'medium-term', 'suffici', 'requir', 'growth', 'like', 'growth-promot', 'build', 'intensifi', 'activ', 'reliev', 'vigil', 'bangladesh', 'need', 'macroeconom', 'competit', 'front', 'improv', 'acceler', 'generat', 'pressur', 'structur', 'stabl', 'perform', 'infrastructur', 'hing', 'focus', 'also', 'resourc', 'manag', 'recent', 'labor-intens', 'foremost', 'bottleneck', 'ensur', 'environ', 'reform', 'target', 'well', 'longer-term', 'prospect', 'busi', 'fiscal']"
_cr11309,"The Indonesian economy proved resilient during the global financial crisis, and has since continued to grow at a robust rate. Increases in both foreign and domestic investment are expected to offset lower growth contributions from net exports as import demand rises. A key risk is deterioration in growth for advanced economies. Continued exchange rate flexibility will be important in managing volatile capital flows, and the build-up in reserves. Fiscal developments are consistent with the governmentÛªs firm commitment to sustainability and strong public finances.",['Indonesia'],"['sustain', 'offset', 'build-up', 'growth', 'increas', 'flexibl', 'capit', 'crisi', 'expect', 'resili', 'develop', 'net', 'risk', 'invest', 'flow', 'rise', 'strong', 'financ', 'grow', 'dure', 'public', 'volatil', 'indonesian', 'deterior', 'advanc', 'reserv', 'government\x89ûª', 'rate', 'foreign', 'consist', 'continu', 'manag', 'export', 'domest', 'lower', 'key', 'global', 'contribut', 'firm', 'demand', 'exchang', 'commit', 'robust', 'fiscal', 'prove', 'financi', 'sinc', 'import', 'economi']"
_cr11313,"The global crisis left Albania fairly unscathed and ushered in the needed economic rebalancing. The policy framework has been challenged in the post-crisis environment significant headwinds. Despite improvement, external imbalances remain elevated. Fiscal consolidation in terms of a more realistic macroeconomic framework will require credible measures and sustained efforts. Financial sector supervision and regulation will need to stay ahead of evolving challenges. Boosting productivity by attracting foreign investment is essential for higher sustainable growth.",['Albania'],"['sustain', 'imbal', 'remain', 'measur', 'supervis', 'stay', 'requir', 'term', 'growth', 'despit', 'crisi', 'ahead', 'econom', 'fair', 'invest', 'need', 'macroeconom', 'attract', 'improv', 'signific', 'elev', 'sector', 'polici', 'product', 'consolid', 'usher', 'boost', 'foreign', 'rebalanc', 'evolv', 'global', 'extern', 'post-crisi', 'environ', 'realist', 'effort', 'essenti', 'left', 'credibl', 'albania', 'regul', 'higher', 'fiscal', 'headwind', 'financi', 'unscath', 'challeng', 'framework']"
