Subject,Author,Description,Filename,PublicationDate,Series,QueryPage,PageLink,PDFLink,PDFSize
['Moldova'],International Monetary Fund. European Dept.,"This paper focuses on Moldova’s 2014 Article IV Consultation and First Post-Program Monitoring Discussions. Moldova largely achieved the main objectives of the economic program supported by a combined Extended Credit Facility/Extended Fund Facility (ECF/EFF). The country’s economic performance was among the strongest in the region during 2010–2013. This was made possible by adequate macroeconomic stabilization measures and ambitious structural reforms implemented in the wake of the crisis under the IMF-supported program. The Moldovan economy recovered strongly from the drought-related contraction of 2012, but activity will significantly slow in 2014 owing to a moderation in agriculture production and related industries and weaker economic activity in main trading partners.",_cr14190,"July 8, 2014",Country Report No. 14/190,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=34,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Republic-of-Moldova-Staff-Report-for-the-2014-Article-IV-Consultation-and-First-Post-Program-41715,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14190.ashx,1706 KB
['United Arab Emirates'],International Monetary Fund. Middle East and Central Asia Dept.,"This 2014 Article IV Consultation highlights that the United Arab Emirates has continued to benefit from its perceived safe-haven status amid regional instability. The economic recovery has been solid, supported by the tourism and hospitality sectors, and a rebounding real estate sector. Although growth in oil production moderated, public projects in Abu Dhabi and buoyant growth in Dubai’s service sectors continued to underpin growth, which reached 5.2 percent in 2013. The macroeconomic outlook is positive. Economic growth is expected at 4.8 percent in 2014 and about 4.5 percent in coming years, supported by a number of mega projects announced and the successful bid for the World Expo 2020.",_cr14187,"July 3, 2014",Country Report No. 14/187,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=34,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/United-Arab-Emirates-Staff-Report-for-the-2014-Article-IV-Consultation-41703,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14187.ashx,1674 KB
['France'],International Monetary Fund. European Dept.,"This 2014 Article IV Consultation highlights that the economy of France fared better than most other large euro areas economies through the crisis, reflecting the resilience of private consumption, lack of financial fragmentation, and lower levels of household and corporate debt. Banks’ financial position has also been strengthened. But after two years of near stagnation, unemployment remains high. A loss of competitiveness has also weighed on growth. The outlook is for a gradual recovery, with GDP growth projected at 0.7 percent in 2014 and 1.4 percent in 2015, based on stronger external and domestic private demand, reflecting gains in real disposable income and improved profit margins.",_cr14182,"July 3, 2014",Country Report No. 14/182,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=34,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/France-Staff-Report-for-the-2014-Article-IV-Consultation-41696,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14182.ashx,1952 KB
"['Article IV consultation reports', 'Economic conditions', 'Economic reforms', 'Exchange rate policy', 'Financial Sector Assessment Program', 'Financial soundness indicators', 'Fiscal policy', 'Inflation targeting', 'Monetary policy', 'Political economy', 'Press releases', 'Russian Federation', 'Sanctions', 'Staff Reports']",International Monetary Fund. European Dept.,"This 2014 Article IV Consultation highlights that the Russian Federation’s growth slowdown that began in 2011, reflecting structural constraints, continued in 2013 despite accommodative policies. Real GDP growth slowed to 1.3 percent owing to a contraction in investment while consumption remained robust owing to strong real wage growth and an unsecured consumer credit boom. The general government balance moved from a modest surplus in 2012 to a deficit of slightly more than 1 percent of GDP in 2013. The IMF staff projects real GDP growth at 0.2 percent in 2014 with considerable downside risks.",_cr14175,"July 1, 2014",Country Report No. 14/175,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=34,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Russian-Federation-Staff-Report-for-the-2014-Article-IV-Consultation-41682,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14175.ashx,2343 KB
"['Article IV consultation reports', 'Bhutan', 'Debt sustainability analysis', 'Economic conditions', 'Economic growth', 'Economic indicators', 'Exchange rate policy', 'Financial sector surveillance', 'Financial soundness indicators', 'Financial stability', 'Fiscal policy', 'International reserves', 'Monetary policy', 'Staff Reports']",International Monetary Fund. Asia and Pacific Dept,"This 2014 Article IV Consultation highlights that the GDP growth in Bhutan has slowed from about 10 percent in FY2011 (July 1–June 30) to 5 percent in FY2013. Slower growth reflects policy efforts to contain overheating pressures in the form of restrictions on credit for construction and vehicle. Inflation has remained elevated, tracking closely that of India (Bhutan’s main trading partner). Social development indicators have improved steadily, and Bhutan is on track or has achieved most of its Millennium Development Goals. Growth is projected to recover to 6½ percent in FY2014, driven mainly by a pick-up in hydropower-related construction activities and domestic services.",_cr14178,"July 1, 2014",Country Report No. 14/178,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=34,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Bhutan-Staff-Report-for-the-2014-Article-IV-Consultation-41688,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14178.ashx,2095 KB
"['Article IV consultation reports', 'Banking sector', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Economic recovery', 'Fiscal consolidation', 'Fiscal reforms', 'Monetary policy', 'Pensions', 'Poland', 'Press releases', 'Staff Reports']",International Monetary Fund. European Dept.,"This 2014 Article IV Consultation highlights that Poland’s economy is steadily recovering from the 2012–2013 slowdown on the back of Poland’s very strong fundamentals and policies. Real GDP growth moderated to 1.6 percent in 2013 as the slowdown in core euro area countries had knock-on effects on consumer and investor confidence. However, a steady recovery is now under way. The outlook is for a continuing recovery, but external risks remain firmly on the downside. Growth is expected to reach 3.3 percent in 2014 but strong trade and financial linkages with core euro area countries make it vulnerable to growth shocks.",_cr14173,"June 26, 2014",Country Report No. 14/173,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=34,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Republic-of-Poland-Staff-Report-for-the-2014-Article-IV-Consultation-41678,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14173.ashx,2394 KB
"['Article IV consultation reports', 'Debt sustainability analysis', 'Economic indicators', 'Extended Fund Facility', 'Fiscal policy', 'Fiscal reforms', 'Jamaica', 'Monetary policy', 'Performance criteria modifications', 'Press releases', 'Reserves accumulation', 'Staff Reports']",International Monetary Fund. Western Hemisphere Dept.,"This 2014 Article IV Consultation highlights that a gradual economic recovery appears to be under way in Jamaica. Growth is estimated at 0.9 percent in FY2013/14, as mining, agriculture, and tourism picked up. Recorded unemployment remains high, but fell from 16 percent to 13.5 percent (in seasonally adjusted terms) from April 2013 to January 2014. Inflation declined to 7.6 percent (year over year) at end-April, as the impact of the ongoing depreciation of the exchange rate was countered by weak domestic demand. Growth is projected to reach almost 1½ percent in 2014–2015, as the negative fiscal impulse comes to an end.",_cr14169,"June 20, 2014",Country Report No. 14/169,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=34,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Jamaica-Staff-Report-for-the-2014-Article-IV-Consultation-and-Fourth-Review-under-the-41670,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14169.ashx,2216 KB
"['Article IV consultation reports', 'Devaluation', 'Economic growth', 'Economic indicators', 'Energy policy', 'Fiscal consolidation', 'Fiscal policy', 'Fiscal reforms', 'Flexible exchange rate policy', 'Government expenditures', 'Monetary policy', 'Post-program monitoring', 'Press releases', 'Staff Reports', 'Ukraine']",International Monetary Fund. European Dept.,"This paper discusses Ukraine’s 2013 Article IV Consultation and First Post-Program Monitoring. The Ukrainian economy has been in recession since mid-2012, and the outlook remains challenging. In January–September 2013, GDP contracted by 1¼ percent year-over-year, reflecting lower demand for Ukrainian exports and falling investments. Consumer prices stayed flat, held down by decreasing food prices and tight monetary policy. The fiscal stance loosened in 2012–2013, contributing to the buildup of vulnerabilities. Ukraine remains current on all its payments to the IMF, and the authorities have reaffirmed their commitment to repay all outstanding IMF credit.",_cr14145,"June 11, 2014",Country Report No. 14/145,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=35,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Ukraine-Staff-Report-for-the-2013-Article-IV-Consultation-and-First-Post-Program-Monitoring-41599,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14145.ashx,3511 KB
"['Article IV consultation reports', 'Azerbaijan', 'Banking sector', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Fiscal consolidation', 'Fiscal policy', 'Fiscal reforms', 'Monetary policy', 'Nonoil sector', 'Press releases', 'Private sector', 'Staff Reports']",International Monetary Fund. Middle East and Central Asia Dept.,"This 2014 Article IV Consultation highlights that recent economic developments in Azerbaijan have been favorable. In 2013, a stabilization of oil output and strong non-oil growth at nearly 10 percent helped lift overall GDP growth to 5.8 percent. Inflation remained low, averaging 2.4 percent, restrained by soft food prices and a stable exchange rate. The impact of regional market turbulence in early 2014 has been limited, with few signs of lower manat demand or capital flight. Economic prospects over the near and medium term are positive, if underpinned by fiscal consolidation and supported by reforms to spur non-oil private sector activity.",_cr14159,"June 11, 2014",Country Report No. 14/159,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=35,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Republic-of-Azerbaijan-Staff-Report-for-the-2014-Article-IV-Consultation-41622,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14159.ashx,1295 KB
"['Article IV consultation reports', 'Bank supervision', 'Banking sector', 'Debt sustainability analysis', 'Economic indicators', 'Energy sector', 'Fiscal consolidation', 'Fiscal reforms', 'Jordan', 'Monetary policy', 'Performance criteria waivers', 'Press releases', 'Staff Reports', 'Stand-by arrangement reviews']",International Monetary Fund. Middle East and Central Asia Dept.,"This paper focuses on Jordan’s 2014 Article IV Consultation, Third and Fourth Reviews Under the Stand-By Arrangement (SBA), Request for Waivers of Nonobservance of Performance Criterion (PC) and Applicability of PCs. The program is broadly on track and, looking forward, will focus on deep tax reform. All end-2013 targets were met. The central government is expected to meet its end-March 2014 target, but the combined public sector deficit will be missed because of temporary shortfalls in gas delivery from Egypt. International reserves have continued to over-perform through March. The IMF staff supports the completion of the third and fourth reviews.",_cr14152,"June 9, 2014",Country Report No. 14/152,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=35,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Jordan-Staff-Report-for-the-2014-Article-IV-Consultation-Third-and-Fourth-Reviews-Under-the-41615,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14152.ashx,2339 KB
"['Article IV consultation reports', 'Banking sector', 'Budget deficits', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Fiscal policy', 'Fiscal reforms', 'Panama', 'Press releases', 'Staff Reports']",International Monetary Fund. Western Hemisphere Dept.,"This 2014 Article IV Consultation highlights that Panama’s economic performance remains buoyant. Real GDP growth averaged about 8.5 percent over the past decade, the highest in Latin America, supported by an ambitious public investment program, and accompanied by strong reduction in unemployment, poverty, and income inequality. After exceeding 10 percent in 2011–2012, growth slowed to 8.4 percent in 2013 reflecting mainly a decline in Colon Free Zone activity and in Canal traffic. Growth is expected to remain strong over the medium term. Inflation is moderating, owing to the deceleration of international food and oil prices. The baseline outlook is favorable, with moderate risks.",_cr14157,"June 9, 2014",Country Report No. 14/157,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=35,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Panama-Staff-Report-for-the-2014-Article-IV-Consultation-41612,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14157.ashx,1433 KB
"['Article IV consultation reports', 'Banks', 'Budget deficits', 'Debt sustainability analysis', 'Economic indicators', 'Financial sector', 'Fiscal policy', 'Monetary policy', 'New Zealand', 'Press releases', 'Staff Reports']",International Monetary Fund. Asia and Pacific Dept,"This 2014 Article IV Consultation highlights that the economic expansion in New Zealand is becoming increasingly embedded and broad based, with growth exceeding 3 percent in the second half of 2013. The drivers include supportive financial conditions, record high export commodity prices, resurgent construction activity related to the Canterbury post-earthquake rebuild and general housing shortages, and a substantial increase in net immigration. Growth is expected to increase to about 3½ percent in 2014 and moderate to a trend rate of 2½ percent over the medium term. Strong construction activity is expected to remain an important driver for near-term growth.",_cr14158,"June 9, 2014",Country Report No. 14/158,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=35,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/New-Zealand-Staff-Report-for-the-2014-Article-IV-Consultation-41620,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14158.ashx,1222 KB
"['Article IV consultation reports', 'Banking sector', 'Debt sustainability analysis', 'Economic indicators', 'Fiscal consolidation', 'Fiscal policy', 'Fiscal reforms', 'Hungary', 'Monetary policy', 'Press releases', 'Public debt', 'Public enterprises', 'Staff Reports']",International Monetary Fund. European Dept.,"This 2014 Article IV Consultation highlights that Hungary’s economy has emerged from the 2012 recession and posted 1.1 percent growth in 2013, mainly driven by government investment and consumption, and also net exports. Private demand—although strengthening on the back of accommodative monetary conditions and improved market confidence—remained weak, and credit to the retail and corporate sectors continued to contract, albeit at a slowing pace. Hungary’s medium-term growth prospects remain subdued, as private consumption is still hampered by the ongoing repair of households’ balance sheets; the weak business environment continues to weigh on private investment.",_cr14155,"June 6, 2014",Country Report No. 14/155,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=35,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Hungary-Staff-Report-for-the-2014-Article-IV-Consultation-41618,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14155.ashx,2148 KB
"['Article IV consultation reports', 'Banks', 'Budget deficits', 'Currency swaps', 'Debt sustainability', 'Economic indicators', 'Fiscal consolidation', 'Fiscal policy', 'Ghana', 'Monetary policy', 'Press releases', 'Staff Reports', 'Stress testing']",International Monetary Fund. African Dept.,"This 2014 Article IV Consultation highlights the emergence of large fiscal and external imbalances since 2012, which has created significant challenges for Ghana. A swift return to macroeconomic stability in 2013 was thwarted by weaker external and domestic conditions. Reflecting lower gold and cocoa exports, the current account deficit exceeded 12 percent of GDP. Although recently revised estimates point to an only moderate slowdown in growth to about 7 percent, the fiscal deficit target of 9 percent of GDP was missed by about 1 percentage point. Ghana’ short-term economic outlook is subject to significant risks, and growth is projected to slow to 4¾ percent in 2014.",_cr14129,"May 30, 2014",Country Report No. 14/129,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=35,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Ghana-Staff-Report-for-the-2014-Article-IV-Consultation-41574,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14129.ashx,1731 KB
"['Article IV consultation reports', 'Bank supervision', 'Banking sector', 'Economic growth', 'Economic indicators', 'Housing', 'Immigration', 'Labor mobility', 'Monetary policy', 'Press releases', 'Staff Reports', 'Switzerland']",International Monetary Fund. European Dept.,"This 2014 Article IV Consultation outlines that the growth of the Swiss economy has gathered pace, but inflation remains close to zero. The recovery is expected to continue and inflation should rise gradually although the output gap will progressively close. The fiscal position is healthy, with a broadly neutral stance projected for 2014. Despite improved market confidence toward the euro area and tapering in the United States, the exchange rate has remained close to the floor. The authorities have taken several measures to contain risks, including raising the countercyclical capital buffer and adopting prudential measures to tighten lending standards and conditions.",_cr14142,"May 28, 2014",Country Report No. 14/142,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=35,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Switzerland-Staff-Report-for-the-2014-Article-IV-Consultation-41589,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14142.ashx,1212 KB
"['Article IV consultation reports', 'Bank supervision', 'Colombia', 'Current account deficits', 'Debt sustainability', 'Economic growth', 'Economic indicators', 'Fiscal consolidation', 'Government expenditures', 'Infrastructure', 'Monetary policy', 'Press releases', 'Reserves adequacy', 'Staff Reports']",International Monetary Fund. Western Hemisphere Dept.,"KEY ISSUES Context. Colombia’s economic performance has been robust, underpinned by a very strong policy framework. Last year, real GDP grew by 4.3 percent, with low inflation. The country  has a strong external position; the financial system is sound; and fiscal policy remains guided by  a structural fiscal balance rule. The authorities intend to undertake an ambitious infrastructure  program to be executed through public-private partnerships.   Outlook and risks. Real GDP growth is projected to converge to potential (about 4½ percent) in 2014, with inflation remaining within the 2–4 percent target range. The medium-term  outlook is favorable, but risks are tilted to the downside. Colombia’s important and growing ties  with the global economy expose the economy to external risks. The most important sources of risk  are a decline in oil prices, a deterioration in global financial conditions, and volatility from  the normalization of monetary policy in the U.S. Near-term policy mix. The current policy mix is broadly adequate. As the ongoing economic recovery takes hold, monetary and fiscal policies are expected to shift to a more neutral  stance. Colombia continues to rely on a flexible exchange rate to absorb external shocks. The  authorities are also taking advantage of abundant foreign inflows, primarily foreign direct  investment, to strengthen their international reserve buffer.   Medium-term challenges. Colombia’s key challenge is to sustain strong and inclusive growth with  macroeconomic stability. To this purpose, it will be important to: (i) adhere to the fiscal  consolidation plan, supporting it with revenue mobilization; (ii) address the infrastructure gap,  without increasing fiscal risks; (iii) enhance the social security system by increasing coverage  and improving equity, and containing health care costs; (iv) address remaining weaknesses in financial sector supervision; and (v) foster financial inclusion.",_cr14141,"May 28, 2014",Country Report No. 14/141,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=35,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Colombia-Staff-Report-for-the-2014-Article-IV-Consultation-41586,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14141.ashx,2470 KB
"['Article IV consultation reports', 'Bank supervision', 'Banking sector', 'Debt sustainability analysis', 'Economic indicators', 'Finland', 'Fiscal policy', 'Pension reforms', 'Press releases', 'Staff Reports']",International Monetary Fund. European Dept.,"This 2014 Article IV Consultation highlights that Finland’s strong economic record has stalled. The economy has been in recession for three of the last five years, and unemployment is now more than 8 percent, with more people without work for longer. The shortfall in growth, coming at a time when peer economies saw GDP improve and unemployment fall, points to deeper structural problems. Exports suffered from the continued decline of the information and communications technology industry and falling demand for paper and pulp. The outlook is for a slow and fragile recovery, and weaker external demand could easily derail the upswing.",_cr14139,"May 28, 2014",Country Report No. 14/139,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=35,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Finland-Staff-Report-for-the-2014-Article-IV-Consultation-41584,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14139.ashx,1421 KB
"['Article IV consultation reports', 'Debt sustainability analysis', 'Economic indicators', 'Exchange rate assessments', 'Financial sector', 'Fiscal policy', 'Fiscal reforms', 'Kiribati', 'Press releases', 'Private sector', 'Public enterprises', 'Staff Reports', 'Unemployment', 'Value added tax']",International Monetary Fund. Asia and Pacific Dept,"KEY ISSUES Kiribati’s key economic challenges are to reduce large structural fiscal imbalances and increase  growth and employment opportunities, while facing obstacles posed by remoteness, lack of scale,  vulnerabilities to external shocks and climate change.  The significant fiscal consolidation envisaged by the authorities will help stabilize Kiribati’s  sovereign wealth fund (the Revenue Equalization Reserve Fund, or RERF) in real per capita terms.  This stabilization effort would also require that fishing license fees remain close to recent  exceptionally high levels, with windfall incomes relative to the conservative budgeted baseline  saved. In the event of weaker fishing license fee revenues, a more ambitious adjustment in the  non-fishing budget would be needed.  The small private sector share in the economy due to remoteness and weaknesses in business climate  constrains growth and puts strain on public finances. Continuing the fiscal and structural reform  program is essential. Climate change brings additional risks and fiscal costs.  Main Recommendations: •    Continue fiscal reforms designed to deliver fiscal consolidation and improved public financial  management. Seek to maintain fishing license fees above the current conservative budget baseline,  with windfalls saved to strengthen RERF balances. If fishing license fee windfalls cannot be  sustained, explore other options to further strengthen fiscal balances. •    Continue reforms of state-owned enterprises (SOEs). •    Facilitate growth through improving the business climate and infrastructure, including through  streamlining government services.",_cr14138,"May 27, 2014",Country Report No. 14/138,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=36,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Kiribati-Staff-Report-for-the-2014-Article-IV-Consultation-41583,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14138.ashx,1562 KB
"['Article IV consultation reports', 'Bank resolution', 'Bank supervision', 'Economic indicators', 'Economic integration', 'Financial sector', 'Fiscal policy', 'Hong Kong SAR', 'Hong Kong Special Administrative Region of China', 'Housing', 'Insurance supervision', 'Press releases', 'Staff Reports', 'Stress testing']",International Monetary Fund. Asia and Pacific Dept,"This 2014 Article IV Consultation highlights that Hong Kong Special Administrative Region’s (HKSAR) growth recovered to 2.9 percent in 2013 as resilient domestic demand helped offset the continued drag from net exports. As the global recovery takes hold, external demand is forecast to improve and lift growth to about 3¾ percent in 2014, although domestic demand remains solid. Inflation is expected to remain at about 4 percent, given the slow pass-through of housing costs. In line with the improved economic outlook, the 2014/15 budget includes a reduction in one-off measures of about 1.9 percent of GDP.",_cr14132,"May 22, 2014",Country Report No. 14/132,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=36,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Peoples-Republic-of-China-Hong-Kong-Special-Administrative-Region-Staff-Report-for-the-2014-41577,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14132.ashx,2123 KB
"['Afghanistan', 'Afghanistan, Islamic Republic of', 'Article IV consultation reports', 'Corruption', 'Debt sustainability analysis', 'Economic conditions', 'Economic indicators', 'Extended Credit Facility', 'Fiscal policy', 'Fiscal reforms', 'Inflation targeting', 'Millennium Development Goals', 'Monetary policy', 'Press releases', 'Staff Reports']",International Monetary Fund. Middle East and Central Asia Dept.,"KEY ISSUES Context. Over the past decade, Afghanistan has made enormous progress in reconstruction,  development and lifting per capita income. Security and political uncertainties, and weak  institutions have constrained growth and weighed on social outcomes. With significant reform  efforts and donor support, Afghanistan has maintained macroeconomic stability, implemented  important structural reforms, and built policy buffers, but significant vulnerabilities remain. The  IMF has been supporting Afghanistan through technical assistance and a three-year Extended Credit  Facility (ECF) arrangement. Reviews under the ECF arrangement have been delayed.  Outlook and risks. 2014 is a crucial year in the political and security transitions and the run-up  to the “transformation decade” (2015–24). Assuming smooth political and security transitions,  continued reform and donor financing, the outlook should be positive. Large security and  development expenditure needs and a limited domestic revenue capacity mean that Afghanistan will  remain dependent on donor financing for an extended period. Macroeconomic stability, structural  reforms, and political and security stability are needed to ensure inclusive growth. Risks, mostly  on the downside, are related to adverse domestic or regional security developments, political  instability, inadequate implementation of economic policies, and donor fatigue.  Policy recommendations. The authorities’ economic strategy (maintaining macroeconomic stability,  strengthening the financial sector, improving economic governance, and moving toward fiscal  sustainability) remains appropriate and needs strengthened implementation. Sustained implementation  of this strategy will safeguard growth and build buffers to help manage shocks. Policies should  continue to aim at strengthening revenue collection, managing money growth to control inflation  while preserving exchange rate flexibility, strengthening bank supervision, and quickly enacting  anti-money laundering (AML), countering financing of terrorism (CFT), banking, central bank, and value-added tax legislation.",_cr14128,"May 21, 2014",Country Report No. 14/128,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=36,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Islamic-Republic-of-Afghanistan-Staff-Report-for-the-2014-Article-IV-Consultation-41571,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14128.ashx,1760 KB
"['Article IV consultation reports', 'Croatia', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Fiscal consolidation', 'Fiscal policy', 'Labor market reforms', 'Monetary policy', 'Press releases', 'Staff Reports']",International Monetary Fund. European Dept.,"This 2014 Article IV Consultation highlights that Croatia remains stuck in an unusually drawn out recession. In 2013, real GDP contracted for the 5th consecutive year, and stands now at less than 90 percent of the end-2008 level. Unemployment has risen to 17 percent. Domestic demand remains depressed as corporations and households focus on reducing excessive debts accumulated in the 2000s. Exports and foreign direct investment are also feeble. The outlook is for an additional contraction in 2014 of almost 1 percent. Real domestic demand would remain feeble, reflecting both weak private sector demand and fiscal consolidation.",_cr14124,"May 19, 2014",Country Report No. 14/124,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=36,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Republic-of-Croatia-Staff-Report-for-the-2014-Article-IV-Consultation-41565,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14124.ashx,3137 KB
"['Article IV consultation reports', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Exchange rate assessments', 'Fiscal policy', 'Fiscal reforms', 'Monetary policy', 'Natural gas', 'Performance criteria waivers', 'Press releases', 'Staff Reports', 'Standby Credit Facility', 'Tanzania']",International Monetary Fund. African Dept.,"KEY ISSUES Background, outlook, and risks. Economic growth is projected to remain strong at 7 percent next  year and in the medium term. Inflation is at 6 percent, gradually converging to the authorities’ 5  percent medium term objective. The external current account deficit remains among the largest in  the region, at 14 percent of GDP this year. Fiscal revenue shortfalls and overruns in  domestically-financed spending led the deficit to rise to 6.8 percent of GDP in 2012/13. Revenue  shortfalls in 2013/14 compared to the budget approved by parliament have prompted the authorities  to undertake expenditure cuts during the fiscal year in an effort to meet their 5 percent of GDP  target. Based on the debt sustainability analysis, Tanzania remains at low risk of debt distress. A  major upside risk for the long term, not yet incorporated in the baseline projections, relates to  sizable finds of offshore natural gas that, if confirmed as commercially viable, could bring in  large revenues during the next decade.   Program implementation. All performance criteria under the program were met, except a sizable  breach of the performance criterion on net domestic financing at end-June 2013. The structural  benchmark on submission to parliament of the VAT reform for November 2013 was missed. The  authorities have taken corrective measures.   Macroeconomic and structural policies. Preparations for the draft 2014/15 budget are under way. A  VAT reform aimed at improving efficiency and reducing exemptions is ready for submission to  parliament prior to the beginning of the new fiscal year. A priority in the next few years is to  establish the institutional and policy framework to ensure that, if natural gas revenues  materialize, they will bring benefits to all Tanzanians.   Staff recommends completion of the third (and final) review under the SCF arrangement and approval  of the authorities’ requests for a waiver for nonobservance of a performance criterion and for completion of the financing assurances review.",_cr14120,"May 15, 2014",Country Report No. 14/120,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=36,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/United-Republic-of-Tanzania-Staff-Report-on-the-2014-Article-IV-Consultation-the-Third-41559,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2014/_cr14120.ashx,2236 KB
