Filename,QueryPage,PDFLink,Description,PublicationDate,PageLink,Author,Series,Subject,PDFSize
_cr0844,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=109,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2008/_cr0844.ashx,"Hong Kong has grown strongly as a result of its successful transformation from a manufacturing presence to a services hub over past decades. Executive Directors support the government’s commitment for the Linked Exchange Rate System. Hong Kong’s future as a financial center is linked to its expanding role in mainland intermediation. Although the current fiscal stance is appropriate, some fiscal reforms remain pending. The government is aware of the central importance of Hong Kong’s traditional strengths to its ongoing success.","February 4, 2008",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Peoples-Republic-of-China-Hong-Kong-Special-Administrative-Region-2007-Article-IV-21650,International Monetary Fund,Country Report No. 08/44,"['Article IV consultation reports', 'Competition', 'Economic conditions', 'Economic growth', 'Economic indicators', 'Exchange rate policy', 'Fiscal policy', 'Offshore financial centers', 'Public information', 'Staff Reports']",639 KB
_cr0845,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=109,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2008/_cr0845.ashx,"Sound policies and favorable external conditions have led to a strong economic recovery, but important challenges lie ahead. Uruguay’s near-term economic prospects are generally favorable. The main short-term challenge is rising inflation in the wake of vigorous growth and capital inflows. The reduction of vulnerabilities in recent years has been a major accomplishment, but challenges remain. The objectives and instruments of monetary policy should be clarified. Maintaining high primary fiscal surpluses is essential to reduce the debt burden. Further improving the business climate is key.","February 1, 2008",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Uruguay-2007-Article-IV-Consultation-Staff-Report-Staff-Statement-Public-Information-Notice-21654,International Monetary Fund,Country Report No. 08/45,"['Article IV consultations', 'Capital inflows', 'Debt sustainability', 'Financial sector', 'Fiscal policy', 'Inflation', 'Monetary policy', 'Public information', 'Staff appraisals', 'Summary of Executive Board discussions']",1032 KB
_cr0841,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=110,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2008/_cr0841.ashx,"The Zambian economy has performed well owing to its strong macroeconomic policies, high copper export prices, and extensive debt relief. Executive Directors encouraged the authorities to reduce poverty and attain the Millennium Development Goals (MDGs) under the Fifth National Development Plan (FNDP), and emphasized to authorities to improve budget execution and create fiscal space for increased spending on infrastructure and social sectors. They commended the tight monetary policy and fiscal stances, revenue reforms, and efforts to strengthen debt management. They welcomed financial sector reforms and also the trade regime to accelerate export development. ","January 30, 2008",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Zambia-2007-Article-IV-Consultation-Staff-Report-Staff-Statement-Public-Information-Notice-21644,International Monetary Fund,Country Report No. 08/41,"['Article IV consultation reports', 'Economic conditions', 'Economic growth', 'Economic indicators', 'Financial management', 'Financial soundness indicators', 'Fiscal policy', 'Liquidity', 'Liquidity management', 'Monetary policy', 'Poverty Reduction and Growth Facility', 'Private sector', 'Public information', 'Staff Reports']",596 KB
_cr0831,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=110,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2008/_cr0831.ashx,"Colombia’s economic performance has been strong, aided by sound economic policies. Structural reforms and prudent macroeconomic policy management has contributed to higher economic growth and lower inflation. Executive Directors commended the economic strategy, which has increased economic growth and international reserves and reduced unemployment and public debt ratio. Directors emphasized the need for tightening the monetary policy stance and a strong fiscal policy to achieve a “soft landing” from economic boom.. They commended the countercyclical provisioning in the banking system, and emphasized the importance of a comprehensive tax reform. ","January 28, 2008",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Colombia-2007-Article-IV-Consultation-Staff-Report-Staff-Supplement-and-Public-Information-21630,International Monetary Fund,Country Report No. 08/31,"['Article IV consultations', 'Capital inflows', 'Credit expansion', 'Current account', 'Economic growth', 'Economic indicators', 'Exchange rate policy', 'Exports', 'Financial sector', 'Financial soundness indicators', 'Fiscal policy', 'Fiscal reforms', 'Imports', 'Inflation', 'Monetary policy', 'Public information', 'Staff appraisals', 'Summary of Executive Board discussions']",825 KB
_cr0839,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=110,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2008/_cr0839.ashx,"The Czech Republic’s strong fundamentals helped to sustain economic growth with low unemployment and underpin strides toward convergence with EU-15. Executive Directors welcomed the euro accession strategy and the sustained implementation of the Maastricht criteria, which would provide a solid foundation for euro adoption. They commended the sound financial system and prudent monetary policies and supported   policy tightening to counter rising inflation pressures. Directors highlighted the need to sustain fiscal consolidation, promote labor participation, and lower structural unemployment in alleviating fiscal adjustment.","January 28, 2008",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Czech-Republic-2007-Article-IV-Consultation-Staff-Report-Public-Information-Notice-on-the-21642,International Monetary Fund,Country Report No. 08/39,"['Article IV consultations', 'Balance of payments', 'Current account deficits', 'Debt sustainability', 'Economic indicators', 'Exchange rate indicators', 'External debt', 'External sector', 'Financial stability', 'Inflation', 'Inflation targeting', 'Labor markets', 'Monetary policy', 'Public debt', 'Public finance', 'Public information', 'Staff appraisals', 'Summary of Executive Board discussions', 'Tax reforms', 'Wages']",1029 KB
_cr0836,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=110,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2008/_cr0836.ashx,"Trinidad and Tobago showed strong economic performance led by the buoyant energy sector. Executive Directors welcomed the robust economic activity, and the decline in public debt and external reserves. Directors stressed the need for strong macroeconomic and structural policies to enable the efficient absorption of energy revenues. They supported the tightening of fiscal policy and commended the monetary stance that has helped to contain inflation. They urged the authorities to improve the business environment and spur investment in the non-energy sectors and also encouraged plans to strengthen financial regulations and supervision. ","January 28, 2008",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Trinidad-and-Tobago-2007-Article-IV-Consultation-Staff-Report-Staff-Statement-Public-21638,International Monetary Fund,Country Report No. 08/36,"['Article IV consultations', 'Energy sector', 'Exchange rates', 'Fiscal policy', 'Inflation', 'Monetary policy', 'Public finance', 'Public information', 'Staff appraisals', 'Summary of Executive Board discussions']",838 KB
_cr0833,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=110,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2008/_cr0833.ashx,"Guinea has implemented an impressive policy shift toward macroeconomic stabilization under the economic program. Executive Directors commended this development and stressed the need for tight fiscal and monetary policies and welcomed the debt sustainability analysis and implementation of the Extractive Industries Transparency Initiative. They emphasized the need for reinstating fiscal control, improving governance, implementing structural reforms, sustained assistance from the international community to boost economic growth, and encouraged the authorities to take necessary steps to reach the HIPC completion point and qualify for debt relief under these initiatives.","January 25, 2008",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Guinea-2007-Article-IV-Consultation-and-Staff-Report-for-the-2007-Article-IV-Consultation-21632,International Monetary Fund,Country Report No. 08/33,"['Announcements', 'Article IV consultations', 'Collaboration with World Bank', 'Debt sustainability analysis', 'Economic indicators', 'Exchange rates', 'Financial programs', 'Financial sector', 'Governance', 'HIPC Initiative', 'Millennium Development Goals', 'Poverty Reduction and Growth Facility', 'Relationships with Fund', 'Staff appraisals', 'Staff Reports', 'Statistical annexes', 'Summary of Executive Board discussions']",915 KB
_cr0823,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=110,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2008/_cr0823.ashx,"Prudent macroeconomic management, strong growth, low inflation, small fiscal deficit, and public debt have helped The Bahamas attain the highest standard of living in the Caribbean. Executive Directors supported the government’s goals of balancing the budget and reducing debt. They encouraged the use of market-based monetary policy and tax administration. They emphasized the need of a macroeconomic policy framework, international reserves, and a strong financial framework. Directors appreciated the performance of the financial system and also for modernizing the regime to combat money laundering and terrorism financing. ","January 17, 2008",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/The-Bahamas-2007-Article-IV-Consultation-Staff-Report-and-Public-Information-Notice-on-the-21609,International Monetary Fund,Country Report No. 08/23,"['Article IV consultation reports', 'Economic growth', 'Economic reforms', 'Fiscal policy', 'Gross domestic product', 'Monetary policy', 'Public information', 'Staff Reports']",558 KB
_cr0821,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=110,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2008/_cr0821.ashx,Pakistan’s economy continued to perform strongly owing to sound macroeconomic management and structural reform. Executive Directors advised that tight fiscal and monetary policies are required to reduce inflation and the external current account deficit while lessening pressures on real interest rates. They welcomed the enactment of the Anti-Money Laundering and Combating the Financing of Terrorism (AML/CLT) ordinance. They underscored the need to modernize the energy sector’s regulatory and tariff framework and revive the privatization process. Directors urged action to strengthen public financial management. ,"January 17, 2008",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Pakistan-2007-Article-IV-Consultation-Staff-Report-Staff-Statement-Public-Information-Notice-21607,International Monetary Fund,Country Report No. 08/21,"['Article IV consultation reports', 'Current account deficits', 'Economic conditions', 'Economic growth', 'Economic indicators', 'Economic reforms', 'Gross domestic product', 'Inflation targeting', 'Public information', 'Staff Reports']",562 KB
_cr0816,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=110,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2008/_cr0816.ashx,Central African Republic (C.A.R) showed satisfactory performance amidst difficult conditions under the Poverty Reduction and Growth Facility (PRGF) arrangement. Executive Directors commended the authorities' efforts to consolidate peace and security and pursue macroeconomic stabilization and structural reforms. Directors stressed that policies need to focus on accelerating growth and increasing the economy’s resilience with the private sector playing an increasing role. They agreed with the need to continue with fiscal consolidation and noted the improvement in debt sustainability. They agreed that C.A.R had fulfilled the requirements to reach the decision point under the Enhanced HIPC Initiative and qualified debt relief. ,"January 16, 2008",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Central-African-Republic-2007-Article-IV-Consultation-First-Review-Under-the-Three-Year-21599,International Monetary Fund,Country Report No. 08/16,"['Announcements', 'Article IV consultation reports', 'Economic conditions', 'Economic growth', 'Economic indicators', 'Economic reforms', 'Fiscal policy', 'Performance criteria waivers', 'Poverty Reduction and Growth Facility', 'Private sector', 'Public information', 'Staff Reports']",723 KB
_cr0805,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=110,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2008/_cr0805.ashx,"Budget revenue in FY2006/07 amounted to 42 percent of GDP, with hydrocarbon revenue mirroring rising oil prices. The current account recorded a surplus of about 31 percent of GDP in 2006. Monetary conditions were characterized by ample liquidity and strong credit growth. Qatar’s medium-term (2008–12) outlook is favorable. As of June 2007, annualized inflation was estimated to have risen to 13 percent, compared with 12 percent during 2006. Designing a credible transition plan to implement the vision of a single financial market will be challenging.","January 8, 2008",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Qatar-2007-Article-IV-Consultation-Staff-Report-Staff-Statement-Public-Information-Notice-on-21576,International Monetary Fund,Country Report No. 08/5,"['Article IV consultations', 'Balance of payments', 'Current account balances', 'Current account surpluses', 'Economic indicators', 'Exchange rates', 'Financial sector', 'Gross domestic product', 'Inflation', 'Monetary unions', 'Natural gas', 'Public information', 'Staff appraisals']",600 KB
_cr07389,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=110,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2007/_cr07389.ashx,"This 2007 Article IV Consultation highlights that Bulgaria’s large external imbalance has continued to widen. Driven by massive capital inflows, particularly foreign direct investment inflows, the current account deficit could reach a record level of 20 percent of GDP in 2007. Although the present level of the current account deficit is clearly above sustainable levels, external competitiveness has remained adequate. Bank credit has again started to expand rapidly after the administrative credit limits imposed during 2005–06 lapsed.","December 19, 2007",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Bulgaria-2007-Article-IV-Consultation-Staff-Report-Public-Information-Notice-on-the-21538,International Monetary Fund,Country Report No. 07/389,"['Article IV consultation reports', 'Bulgaria', 'Capital flows', 'Capital inflows', 'Credit expansion', 'Current account deficits', 'Economic conditions', 'Economic indicators', 'Economic reforms', 'Financial sector', 'Fiscal policy', 'Incomes policy', 'Public information', 'Social indicators', 'Staff Reports']",798 KB
_cr07387,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=111,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2007/_cr07387.ashx,"This 2007 Article IV Consultation highlights that Vietnam has recorded continued strong economic performance since the conclusion of the last Article IV Consultation. GDP growth rose to 8.2 percent in 2006, with non-oil exports remaining an important engine of growth. Private investment has also expanded briskly. The near-term outlook remains broadly favorable, and Vietnam has good prospects for sustained growth and poverty reduction over the medium term, provided that the government can take timely action to rein in demand pressures.","December 17, 2007",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Vietnam-2007-Article-IV-Consultation-Staff-Report-Staff-Supplement-and-Statement-Public-21516,International Monetary Fund,Country Report No. 07/387,"['Article IV consultations', 'Balance of payments', 'Bank supervision', 'Banking systems', 'Credit expansion', 'Economic indicators', 'Exchange rate policy', 'Exchange rate regimes', 'Financial markets', 'Financial sector', 'Financial stability', 'Gross domestic product', 'Inflation', 'Monetary policy', 'Public information', 'Social indicators', 'Staff appraisals', 'Stock markets', 'Transparency', 'World Trade Organization']",859 KB
_cr07382,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=111,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2007/_cr07382.ashx,"This 2007 Article IV Consultation highlights that economic developments in Lebanon in 2006 were significantly affected by the July–August conflict with Israel. Real GDP is estimated to have been flat, with strong growth in the first half of the year offset by the disruptions during and after the conflict. Inflation increased, mainly reflecting supply shortages during the conflict and the ensuing blockade. Executive Directors have welcomed the authorities’ success in containing the primary fiscal deficit in the first half of 2007.","December 14, 2007",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Lebanon-2007-Article-IV-Consultation-Staff-Report-Staff-Statement-Public-Information-Notice-21510,International Monetary Fund,Country Report No. 07/382,"['Article IV consultations', 'Commercial banks', 'Debt sustainability analysis', 'Economic indicators', 'Economic reforms', 'Exchange rates', 'External financing', 'Financial soundness indicators', 'General Data Dissemination System', 'Government expenditures', 'Interest rates', 'Post-conflict emergency assistance', 'Public debt']",608 KB
_cr07379,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=111,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2007/_cr07379.ashx,"This 2007 Article IV Consultation highlights that the economic expansion of Mexico has continued albeit slowed by developments in the United States. Despite some pickup in the second and third quarter, growth is projected to be close to 3 percent for 2007 as a whole. Fiscal policy is on track to achieve balance for 2007, on the traditional budget measure, as required by the new Fiscal Responsibility Law. Executive Directors have commended the improvements in macroeconomic and financial policies that have helped Mexico to reduce significantly external and internal vulnerabilities over the years.","December 13, 2007",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Mexico-2007-Article-IV-Consultation-Staff-Report-Staff-Supplement-and-Public-Information-21503,International Monetary Fund,Country Report No. 07/379,"['Article IV consultations', 'Balance of payments', 'Economic development', 'Economic policy', 'Economic reforms', 'External debt', 'Financial sector', 'Fiscal policy', 'Public information', 'Social indicators', 'Structural adjustment']",1052 KB
_cr07380,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=111,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2007/_cr07380.ashx,"This 2007 Article IV Consultation highlights that sustained and bold reforms, prudent macroeconomic management, and a favorable external environment enabled the Egyptian economy to register another year of impressive performance. Growth remained high and has become more broad based, creating record numbers of jobs. Inflation has returned to single digits after spiking during the year through March 2007. Strong growth and rising equity and real estate prices have boosted domestic demand. Exports also rose sharply, along with worker remittances, Suez Canal receipts, and tourism revenues.","December 13, 2007",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Arab-Republic-of-Egypt-2007-Article-IV-Consultation-Staff-Report-Staff-Statement-Public-21507,International Monetary Fund,Country Report No. 07/380,"['Article IV consultations', 'Current account', 'Economic growth', 'Economic policy', 'Economic stabilization', 'Financial sector', 'Inflation', 'Public information']",760 KB
_cr07373,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=111,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2007/_cr07373.ashx,"The staff report for the 2007 Article IV Consultation on Sri Lanka highlights economic growth development and performance. Rising inflation, a high current account deficit, and low unemployment rate indicate that the economy may be operating at full capacity. High stock of public debt, rising near-term debt service needs, and a low level of reserves point to elevated external vulnerabilities. A more determined fiscal consolidation is essential for demand management and debt sustainability. Greater flexibility in the exchange rate is essential to safeguard reserves.","December 3, 2007",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Sri-Lanka-2007-Article-IV-Consultation-Staff-Report-Staff-Supplements-Public-Information-21482,International Monetary Fund,Country Report No. 07/373,"['Article IV consultations', 'Current account deficits', 'Economic growth', 'Economic policy', 'Exchange rate policy', 'Exchange rates', 'Exchange systems', 'External debt', 'Financial sector', 'Fiscal policy', 'Inflation', 'Monetary policy', 'Public debt', 'Public information', 'Staff appraisals']",734 KB
_cr07370,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=111,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2007/_cr07370.ashx,"The staff report for the 2007 Article IV Consultation on Guinea-Bissau highlights post-conflict challenges and recent economic developments. The conflict and ensuing political instability have taken a toll on growth and economic policies, and most macroeconomic indicators have worsened in the post-conflict period. The frequent changes in government have eroded international support. The recently appointed government has adopted an emergency program to address the main sources of fiscal slippages that have gained broad support both domestically and internationally, but significant donor support is still needed to fill the financing gap.","November 28, 2007",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Guinea-Bissau-2007-Article-IV-Consultation-Staff-Report-Staff-Supplement-Public-Information-21467,International Monetary Fund,Country Report No. 07/370,"['Article IV consultations', 'Currency pegs', 'Debt sustainability analysis', 'Economic growth', 'Exchange rates', 'Fiscal transparency', 'Post-conflict emergency assistance']",875 KB
_cr07367,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=111,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2007/_cr07367.ashx,"The staff report for the 2006 Article IV Consultation on St. Vincent and the Grenadines highlights economic prospects and the fiscal situation. St. Vincent and the Grenadines is a small, open economy that has increasingly relied on its tourism sector. The export-oriented services sector accounts for about three-fourth of total value added, and the import content of both domestic consumption and investment is high. Despite ongoing efforts to enhance statistical databases in St. Vincent and the Grenadines, weaknesses remain in terms of coverage, timeliness, and dissemination of statistical data.","November 21, 2007",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/St-21460,International Monetary Fund,Country Report No. 07/367,"['Article IV consultations', 'Economic indicators', 'External debt', 'Fiscal policy', 'Poverty reduction strategy', 'Public debt', 'Public information', 'Relationships with Fund', 'Social indicators', 'Staff appraisals']",716 KB
_cr07362,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=111,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2007/_cr07362.ashx,"The staff report for the 2007 Article IV Consultation highlights Turkey’s economic revival and policies to entrench macroeconomic stability. Turkey has experienced an impressive economic revival in recent years. Exports have continued to gain market shares, as the effects of an appreciating currency have been largely offset by productivity gains. Executive Directors considered that Turkey needs to manage vulnerabilities carefully and address structural challenges to increase the economy’s growth potential and resilience to shocks.","November 16, 2007",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Turkey-2007-Article-IV-Consultation-Staff-Report-Public-Information-Notice-on-the-Executive-21453,International Monetary Fund,Country Report No. 07/362,"['Article IV consultations', 'Bank soundness', 'Capital inflows', 'Credit expansion', 'Economic growth', 'Economic indicators', 'External debt', 'Financial intermediation', 'Financial sector', 'Financial systems', 'Fiscal policy', 'Monetary policy', 'Public debt', 'Public information', 'Staff appraisals', 'Turkey']",923 KB
_cr07360,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=111,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2007/_cr07360.ashx,"The staff report for the 2007 Article IV Consultation on the Lao People’s Democratic Republic (PDR) explains economic performance. Growth is robust and increasingly reliant on large export-oriented mining and hydropower projects. The economic outlook is promising, but the outcome clearly depends on the government’s policy response to the emerging resource bonanza. The current fiscal regimes for the resource sector have several sound features, but some improvements are needed to align them to best international practices.","November 7, 2007",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Lao-People-s-Democratic-Republic-2007-Article-IV-Consultation-Staff-Report-Staff-Supplement-21441,International Monetary Fund,Country Report No. 07/360,"['Article IV consultation reports', 'Economic growth', 'Economic indicators', 'Economic policy', 'Economic reforms', 'Economic stabilization', 'Exchange rate policy', 'Fiscal policy', 'Natural resources', 'Public information', 'Revenues', 'Staff Reports']",823 KB
_cr07354,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=111,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2007/_cr07354.ashx,"The staff report for the 2007 Article IV Consultation on Angola highlights economic performance, macroeconomic stability, and fiscal policy. Growth in the medium term will rely increasingly on the non-oil sector, where reforms to promote private sector development will be critical to offset a potential loss in competitiveness from an appreciating real exchange rate. A key challenge is to ensure that political pressure to scale up public spending does not undermine macroeconomic stability. Lower output growth and oil revenues than envisaged in the baseline scenario could jeopardize public and external debt sustainability.","October 25, 2007",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Angola-2007-Article-IV-Consultation-Staff-Report-Staff-Supplement-and-Statement-Public-21422,International Monetary Fund,Country Report No. 07/354,"['Article IV consultation reports', 'Economic growth', 'Economic indicators', 'Economic stabilization', 'Exchange rate policy', 'Financial management', 'Fiscal management', 'Fiscal policy', 'Fiscal transparency', 'Monetary policy', 'Nonoil sector', 'Private sector', 'Public information', 'Staff Reports']",700 KB
_cr07351,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=112,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2007/_cr07351.ashx,"The staff report for the 2007 Article IV Consultation highlights the Russian Federation’s long-term perspective, economic developments, and macroeconomic policies. Russia’s economic growth remains robust. High oil prices and sound fiscal policy underlie Russia’s long spell of robust growth. Executive Directors noted that Russia continues to face tensions in the policy mix designed to reduce inflation while preserving exchange rate stability. Raising investment levels is particularly important in light of the projected decline in the labor force and the declining prospect for continued high productivity gains over the medium term.","October 23, 2007",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Russian-Federation-2007-Article-IV-Consultation-Staff-Report-Staff-Statement-and-Public-21412,International Monetary Fund,Country Report No. 07/351,"['Article IV consultations', 'Balance of payments', 'Capital inflows', 'Current account surpluses', 'Economic growth', 'Exchange rate policy', 'Financial sector', 'Financial soundness indicators', 'Fiscal policy', 'Gross domestic product', 'Inflation', 'Investment', 'Monetary policy', 'Public debt', 'Public information', 'Staff appraisals']",646 KB
_cr07350,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=112,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2007/_cr07350.ashx,"The staff report for the 2007 Article IV Consultation on Bhutan explains the macroeconomic setting, economic developments, outlooks, risks, and challenges. Bhutan’s economic prospects are bright. Construction of two hydropower projects will help sustain real GDP growth over the medium term. With the exchange rate peg to the Indian rupee, inflation is expected to be in line with price developments in India. Executive Directors commended Bhutan’s prudent macroeconomic policies and political stability, which have yielded robust growth, an appreciable improvement in social indicators, and progress toward meeting the Millennium Development Goals.","October 16, 2007",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Bhutan-2007-Article-IV-Consultation-Staff-Report-Staff-Supplement-Public-Information-Notice-21405,International Monetary Fund,Country Report No. 07/350,"['Article IV consultations', 'Economic growth', 'Exchange rate management', 'Exchange rates', 'Financial sector', 'Financial soundness indicators', 'Political economy', 'Poverty reduction', 'Public information', 'Staff appraisals']",714 KB
_cr07347,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=112,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2007/_cr07347.ashx,"The 2007 Article IV Consultation on the United Arab Emirates (UAE) examines the near- and medium-term outlook, inflation, and fiscal policy. The rapid expansion is supported by an outward-oriented development strategy and sustained high oil prices. Reforms are under way to strengthen the prudential and regulatory oversight of the banking system and the capital markets; to open the banking sector to greater competition; and to strengthen the legal framework for the financial sector. Executive Directors agreed that the key challenges will be to ensure sustained noninflationary growth and further diversification of the economy.","October 16, 2007",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/United-Arab-Emirates-2007-Article-IV-Consultation-Staff-Report-Staff-Statement-Public-21402,International Monetary Fund,Country Report No. 07/347,"['Article IV consultations', 'Balance of payments', 'Bank supervision', 'Capital markets', 'Credit expansion', 'Exchange rate policy', 'External sector', 'Financial sector', 'Financial soundness indicators', 'Financial systems', 'Fiscal policy', 'Inflation', 'Interest rates', 'Monetary policy', 'Money', 'Public information', 'Real effective exchange rates', 'Staff appraisals', 'Stock markets', 'United Arab Emirates']",516 KB
_cr07344,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=112,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2007/_cr07344.ashx,"This 2007 Article IV Consultation highlights that the Republic of Korea is enjoying its longest uninterrupted period of economic expansion since the Asian crisis. Growth reached 5 percent in 2006, buoyed by strong exports, and is only expected to slow marginally to 4¾ percent this year. The current account is expected to remain broadly in balance. The impact of the ongoing global financial turbulence has so far been manageable but downside risks to the outlook have increased, with the nascent consumption recovery vulnerable to a downturn in asset markets.","October 11, 2007",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Republic-of-Korea-2007-Article-IV-Consultation-Staff-Report-Staff-Supplement-Public-21398,International Monetary Fund,Country Report No. 07/344,"['Article IV consultations', 'Balance of payments', 'Capital inflows', 'Current account', 'Economic indicators', 'Exchange rates', 'Financial soundness indicators', 'Inflation', 'Monetary policy', 'Public information', 'Staff appraisals']",717 KB
_cr07341,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=112,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2007/_cr07341.ashx,"This 2007 Article IV Consultation highlights that a modest recovery is finally under way in Portugal. Growth rose to 1.3 percent in 2006, led by strong external demand, which is driving a notable rebound in export growth. In response, corporate investment shows signs of strengthening, but overall domestic demand remains relatively weak. Real GDP growth is projected to strengthen to about 1.8 percent in 2007 and 2008. Portugal’s financial system remains sound and well supervised, and appears to have weathered the recent tensions in financial markets relatively well, though risks remain.","October 11, 2007",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Portugal-2007-Article-IV-Consultation-Staff-Report-Staff-Statement-Public-Information-Notice-21386,International Monetary Fund,Country Report No. 07/341,"['Article IV consultation reports', 'Competition', 'Economic conditions', 'Economic growth', 'Economic indicators', 'Fiscal policy', 'Investment', 'Labor productivity', 'Public information', 'Staff Reports']",727 KB
